# M_MTOT,R_RTOT,MATM_MTOT,RATM_RTOT,M_G,R_CM,REQ_CM,P_CGS,T_K,RHO_GCC,L_CGS,S_CGS,KROSS_CGS,GRADT,GRADAD,GRADRAD,TAUV,VSOUND_CGS,CP_CGS,X,Y,Z
 7.21348260670D-01, 7.01204793332D-01,-2.78651739330D-01,-2.98795206668D-01, 1.64294279850D+30, 6.20688238772D+09, 0.00000000000D+00, 2.76698537140D+12, 2.32349401367D+04, 9.17757013340D-01, 1.00000000000D+00, 6.78925097932D+08, 1.24512656799D+13, 3.13882325815D-01, 3.13882323172D-01, 2.83677416897D+13, 1.65499558399D+21, 2.52751052276D+06, 1.64892054847D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 7.12502828333D-01, 6.96095986554D-01,-2.87497171667D-01,-3.03904013446D-01, 1.62279644181D+30, 6.16166055936D+09, 0.00000000000D+00, 2.88643226528D+12, 2.35447219406D+04, 9.36237309753D-01, 1.00000000000D+00, 6.78925204536D+08, 1.63469536862D+13, 3.12793144318D-01, 3.12793141722D-01, 3.73037908671D+13, 2.25397570512D+21, 2.55711800587D+06, 1.64709431488D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 7.03572811163D-01, 6.90964371939D-01,-2.96427188837D-01,-3.09035628061D-01, 1.60245743470D+30, 6.11623684195D+09, 0.00000000000D+00, 3.00908219954D+12, 2.38525220685D+04, 9.54778639594D-01, 1.00000000000D+00, 6.78924889226D+08, 2.13757884999D+13, 3.11998976437D-01, 3.11998973886D-01, 4.88906197812D+13, 3.05798489757D+21, 2.58663591349D+06, 1.64551508460D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.94574816298D-01, 6.85817215129D-01,-3.05425183702D-01,-3.14182784871D-01, 1.58196360160D+30, 6.07067554908D+09, 0.00000000000D+00, 3.13478566128D+12, 2.41599754053D+04, 9.73364103596D-01, 1.00000000000D+00, 6.78924857003D+08, 2.78776859413D+13, 3.13916295978D-01, 3.13916293469D-01, 6.39256584079D+13, 4.13172110501D+21, 2.61459144475D+06, 1.64367657905D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.85519893135D-01, 6.80658632335D-01,-3.14480106865D-01,-3.19341367665D-01, 1.56134010860D+30, 6.02501311637D+09, 0.00000000000D+00, 3.26346035689D+12, 2.44680146242D+04, 9.91993304742D-01, 1.00000000000D+00, 6.78924812156D+08, 3.62890444739D+13, 3.16027817444D-01, 3.16027814974D-01, 8.34361983265D+13, 5.56082076490D+21, 2.64147901919D+06, 1.64140377604D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.76413457549D-01, 6.75489507807D-01,-3.23586542451D-01,-3.24510492193D-01, 1.54059929091D+30, 5.97925737098D+09, 0.00000000000D+00, 3.39509850805D+12, 2.47768172745D+04, 1.01066686053D+00, 1.00000000000D+00, 6.78924783813D+08, 4.71577410210D+13, 3.18310563193D-01, 3.18310560761D-01, 1.08724315582D+14, 7.45856314548D+21, 2.66850521112D+06, 1.63845584818D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.67260313055D-01, 6.70310361829D-01,-3.32739686945D-01,-3.29689638171D-01, 1.51975208902D+30, 5.93341291832D+09, 0.00000000000D+00, 3.52969910831D+12, 2.50864889526D+04, 1.02938678551D+00, 1.00000000000D+00, 6.78924772455D+08, 6.11839647469D+13, 3.20644367176D-01, 3.20644364779D-01, 1.41460795693D+14, 9.97344202285D+21, 2.69415669515D+06, 1.63524417914D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.58064628474D-01, 6.65121421664D-01,-3.41935371526D-01,-3.34878578336D-01, 1.49880799781D+30, 5.88748177006D+09, 0.00000000000D+00, 3.66726891957D+12, 2.53970639855D+04, 1.04816777552D+00, 1.00000000000D+00, 6.78924774698D+08, 7.92598475621D+13, 3.22970054268D-01, 3.22970051903D-01, 1.83784555105D+14, 1.32998252263D+22, 2.71854979907D+06, 1.63195473541D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.48830189901D-01, 6.59922768899D-01,-3.51169810099D-01,-3.40077231101D-01, 1.47777564052D+30, 5.84146464839D+09, 0.00000000000D+00, 3.80781929960D+12, 2.57085387630D+04, 1.06702161932D+00, 1.00000000000D+00, 6.78924789378D+08, 1.02520497582D+14, 3.25238480450D-01, 3.25238478114D-01, 2.38430625008D+14, 1.76916185582D+22, 2.74193724248D+06, 1.62872366615D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.39560411009D-01, 6.54714327525D-01,-3.60439588991D-01,-3.45285672475D-01, 1.45666279211D+30, 5.79536088051D+09, 0.00000000000D+00, 3.95136644675D+12, 2.60208690979D+04, 1.08595729402D+00, 1.00000000000D+00, 6.78924817962D+08, 1.32405959595D+14, 3.27389795327D-01, 3.27389793020D-01, 3.08888469828D+14, 2.34799173116D+22, 2.76455665878D+06, 1.62592631249D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.30258347494D-01, 6.49495855220D-01,-3.69741652506D-01,-3.50504144780D-01, 1.43547641225D+30, 5.74916832144D+09, 0.00000000000D+00, 4.09793160081D+12, 2.63339680796D+04, 1.10498101671D+00, 1.00000000000D+00, 6.78924856984D+08, 1.70736997448D+14, 3.29381385181D-01, 3.29381382900D-01, 3.99598767823D+14, 3.10956210752D+22, 2.78667039105D+06, 1.62358371084D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.20926796219D-01, 6.44266981843D-01,-3.79073203781D-01,-3.55733018157D-01, 1.41422287107D+30, 5.70288369477D+09, 0.00000000000D+00, 4.24753989150D+12, 2.66477165898D+04, 1.12409535282D+00, 1.00000000000D+00, 6.78924937528D+08, 2.19808860566D+14, 3.31117661750D-01, 3.31117659496D-01, 5.16199853397D+14, 4.10982324919D+22, 2.80893352155D+06, 1.62178979348D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.11567522263D-01, 6.39026730208D-01,-3.88432477737D-01,-3.60973269792D-01, 1.39290618871D+30, 5.65649835074D+09, 0.00000000000D+00, 4.40023342769D+12, 2.69618377701D+04, 1.14328463202D+00, 1.00000000000D+00, 6.78924955136D+08, 2.82478483259D+14, 3.32498256741D-01, 3.32498254513D-01, 6.65785497684D+14, 5.42130397955D+22, 2.83273508521D+06, 1.62047042065D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.02183360269D-01, 6.33774618905D-01,-3.97816639731D-01,-3.66225381095D-01, 1.37153282135D+30, 5.61000802800D+09, 0.00000000000D+00, 4.55603767972D+12, 2.72762056545D+04, 1.16253885732D+00, 1.00000000000D+00, 6.78924971751D+08, 3.62345326160D+14, 3.33789518239D-01, 3.33789516036D-01, 8.57355654106D+14, 7.13746911037D+22, 2.85649250188D+06, 1.61955983121D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.92777589636D-01, 6.28510401200D-01,-4.07222410364D-01,-3.71489598800D-01, 1.35011023816D+30, 5.56341054255D+09, 0.00000000000D+00, 4.71497068036D+12, 2.75907652358D+04, 1.18185603305D+00, 1.00000000000D+00, 6.78924987445D+08, 4.63932016433D+14, 3.34994900376D-01, 3.34994898197D-01, 1.10230607810D+15, 9.37863069243D+22, 2.88020565559D+06, 1.61905454701D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.83353473579D-01, 6.23233810644D-01,-4.16646526421D-01,-3.76766189356D-01, 1.32864587142D+30, 5.51670353583D+09, 0.00000000000D+00, 4.87705038256D+12, 2.79054636731D+04, 1.20123424907D+00, 1.00000000000D+00, 6.78925002283D+08, 5.92895903763D+14, 3.36117746053D-01, 3.36117743897D-01, 1.41501991604D+15, 1.22994548977D+23, 2.90387417902D+06, 1.61895102209D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.73914259281D-01, 6.17944561557D-01,-4.26085740719D-01,-3.82055438443D-01, 1.30714711694D+30, 5.46988447910D+09, 0.00000000000D+00, 5.04229468941D+12, 2.82202502730D+04, 1.22067171182D+00, 1.00000000000D+00, 6.78925050844D+08, 7.56299374087D+14, 3.37090811101D-01, 3.37090808969D-01, 1.81362346687D+15, 1.60983533555D+23, 2.92739714404D+06, 1.61924618005D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.64461916958D-01, 6.12641651435D-01,-4.35538083042D-01,-3.87358348565D-01, 1.28561846206D+30, 5.42294449844D+09, 0.00000000000D+00, 5.21074415611D+12, 2.85348724112D+04, 1.24017428556D+00, 1.00000000000D+00, 6.78925064368D+08, 9.62803335650D+14, 3.37674354470D-01, 3.37674352360D-01, 2.32067632139D+15, 2.10296343472D+23, 2.95041273458D+06, 1.61993796654D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.54999118341D-01, 6.07324475316D-01,-4.45000881659D-01,-3.92675524684D-01, 1.26406599193D+30, 5.37587823888D+09, 0.00000000000D+00, 5.38242784792D+12, 2.88491894879D+04, 1.25974403356D+00, 1.00000000000D+00, 6.78925075762D+08, 1.22315910283D+15, 3.38193076679D-01, 3.38193074592D-01, 2.96449028422D+15, 2.74172343484D+23, 2.97336533930D+06, 1.62097765792D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.45529144530D-01, 6.01992762299D-01,-4.54470855470D-01,-3.98007237701D-01, 1.24249717958D+30, 5.32868330248D+09, 0.00000000000D+00, 5.55736398510D+12, 2.91631629506D+04, 1.27937941928D+00, 1.00000000000D+00, 6.78925085172D+08, 1.55072282777D+15, 3.38656416781D-01, 3.38656414714D-01, 3.78061269183D+15, 3.56729553630D+23, 2.99626045481D+06, 1.62230477078D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.36055289730D-01, 5.96646237365D-01,-4.63944710270D-01,-4.03353762635D-01, 1.22091952789D+30, 5.28135725485D+09, 0.00000000000D+00, 5.73557027905D+12, 2.94767614049D+04, 1.29907885254D+00, 1.00000000000D+00, 6.78925092737D+08, 1.96199382467D+15, 3.39073346983D-01, 3.39073344937D-01, 4.81350261833D+15, 4.63197493499D+23, 3.01910322538D+06, 1.62386261686D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.26580858241D-01, 5.91284619755D-01,-4.73419141759D-01,-4.08715380245D-01, 1.19934056273D+30, 5.23389761078D+09, 0.00000000000D+00, 5.91706398366D+12, 2.97899603600D+04, 1.31884070081D+00, 1.00000000000D+00, 6.78925098587D+08, 2.47731688925D+15, 3.39452357239D-01, 3.39452355212D-01, 6.11869324469D+15, 6.00203137157D+23, 3.04189844739D+06, 1.62559813312D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.17107213704D-01, 5.85906526347D-01,-4.82892786296D-01,-4.14093473653D-01, 1.17776338993D+30, 5.18629212723D+09, 0.00000000000D+00, 6.10190029695D+12, 3.01024055819D+04, 1.33867352610D+00, 1.00000000000D+00, 6.78925277528D+08, 3.12102318245D+15, 3.38610976187D-01, 3.38610974179D-01, 7.76412135627D+15, 7.76143458071D+23, 3.06336454016D+06, 1.62744412889D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.07632981285D-01, 5.80509024624D-01,-4.92367018715D-01,-4.19490975376D-01, 1.15618487817D+30, 5.13851484633D+09, 0.00000000000D+00, 6.29019191754D+12, 3.04132539568D+04, 1.35859999696D+00, 1.00000000000D+00, 6.78925271735D+08, 3.92115885263D+15, 3.37471683884D-01, 3.37471681893D-01, 9.83088395214D+15, 1.00160413302D+24, 3.08458117799D+06, 1.62929133777D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.98161894767D-01, 5.75092075225D-01,-5.01838105233D-01,-4.24907924775D-01, 1.13461353152D+30, 5.09056541966D+09, 0.00000000000D+00, 6.48195401432D+12, 3.07225360637D+04, 1.37861559393D+00, 1.00000000000D+00, 6.78925261530D+08, 4.91319519188D+15, 3.36388631152D-01, 3.36388629178D-01, 1.24218657002D+16, 1.28969238566D+24, 3.10594107931D+06, 1.63105913962D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.88697748607D-01, 5.69655647413D-01,-5.11302251393D-01,-4.30344352587D-01, 1.11305799223D+30, 5.04244357514D+09, 0.00000000000D+00, 6.67719992095D+12, 3.10303003362D+04, 1.39871541493D+00, 1.00000000000D+00, 6.78925247346D+08, 6.14016700912D+15, 3.35381564448D-01, 3.35381562489D-01, 1.56641174204D+16, 1.65677282969D+24, 3.12746573497D+06, 1.63267409025D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.79244384965D-01, 5.64199712637D-01,-5.20755615035D-01,-4.35800287363D-01, 1.09152701120D+30, 4.99414906005D+09, 0.00000000000D+00, 6.87594130380D+12, 3.13366116202D+04, 1.41889423411D+00, 1.00000000000D+00, 6.78925229578D+08, 7.65422374394D+15, 3.34468272866D-01, 3.34468270922D-01, 1.97144089588D+16, 2.12323241668D+24, 3.14917490907D+06, 1.63406910074D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.69805682103D-01, 5.58724238979D-01,-5.30194317897D-01,-4.41275761021D-01, 1.07002942156D+30, 4.94568159187D+09, 0.00000000000D+00, 7.07818832598D+12, 3.16415498716D+04, 1.43914654958D+00, 1.00000000000D+00, 6.78925208577D+08, 9.51849840174D+15, 3.33664832438D-01, 3.33664830507D-01, 2.47660598832D+16, 2.71441812193D+24, 3.17108696166D+06, 1.63518284583D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.60385544140D-01, 5.53229186428D-01,-5.39614455860D-01,-4.46770813572D-01, 1.04857411533D+30, 4.89704081641D+09, 0.00000000000D+00, 7.28394980646D+12, 3.19452090062D+04, 1.45946662557D+00, 1.00000000000D+00, 6.78925184659D+08, 1.18093622145D+16, 3.32985847537D-01, 3.32985845619D-01, 3.10573498799D+16, 3.46178599185D+24, 3.19321916237D+06, 1.63595918949D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.50987892081D-01, 5.47714502924D-01,-5.49012107919D-01,-4.52285497076D-01, 1.02717002300D+30, 4.84822627288D+09, 0.00000000000D+00, 7.49323337342D+12, 3.22476959034D+04, 1.47984852910D+00, 1.00000000000D+00, 6.78925158102D+08, 1.46191485064D+16, 3.32444685984D-01, 3.32444684077D-01, 3.88818854358D+16, 4.40430903042D+24, 3.21558799365D+06, 1.63634663099D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.41616656083D-01, 5.42180121108D-01,-5.58383343917D-01,-4.57819878892D-01, 1.00582609589D+30, 4.79923736501D+09, 0.00000000000D+00, 7.70604561180D+12, 3.25491295681D+04, 1.50028616140D+00, 1.00000000000D+00, 6.78925129153D+08, 1.80594486960D+16, 3.32053705936D-01, 3.32053704040D-01, 4.86013936970D+16, 5.59020239781D+24, 3.23820944338D+06, 1.63629777377D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.32275768847D-01, 5.36625955713D-01,-5.67724231153D-01,-4.63374044287D-01, 9.84551291127D+29, 4.75007333804D+09, 0.00000000000D+00, 7.92239220473D+12, 3.28496404515D+04, 1.52077328428D+00, 1.00000000000D+00, 6.78925098029D+08, 2.22651077505D+16, 3.31824473845D-01, 3.31824471957D-01, 6.06615338333D+16, 7.07903808619D+24, 3.26109928834D+06, 1.63576881817D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.22969876484D-01, 5.31052328047D-01,-5.77030123516D-01,-4.68947671953D-01, 9.63356190680D+29, 4.70073703611D+09, 0.00000000000D+00, 8.14226097723D+12, 3.31495123515D+04, 1.54130009729D+00, 1.00000000000D+00, 6.78925052019D+08, 2.74015611100D+16, 3.32180730284D-01, 3.32180728404D-01, 7.56167366258D+16, 8.94427813886D+24, 3.28461064469D+06, 1.63467006501D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.13703963962D-01, 5.25459754441D-01,-5.86296036038D-01,-4.74540245559D-01, 9.42252148320D+29, 4.65123302965D+09, 0.00000000000D+00, 8.36562930115D+12, 3.34491175210D+04, 1.56185478777D+00, 1.00000000000D+00, 6.78925013935D+08, 3.36721174685D+16, 3.32777530140D-01, 3.32777528267D-01, 9.41578049203D+16, 1.12766449412D+25, 3.30847858914D+06, 1.63291058159D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.04482488779D-01, 5.19848431522D-01,-5.95517511221D-01,-4.80151568478D-01, 9.21249316444D+29, 4.60156305916D+09, 0.00000000000D+00, 8.59248469288D+12, 3.37487453277D+04, 1.58243870596D+00, 1.00000000000D+00, 6.78924961013D+08, 4.13237080007D+16, 3.33935652449D-01, 3.33935650582D-01, 1.17139514781D+17, 1.41884284883D+25, 3.33068726334D+06, 1.63060226423D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 3.95310045238D-01, 5.14218727451D-01,-6.04689954762D-01,-4.85781272549D-01, 9.00358159034D+29, 4.55173038348D+09, 0.00000000000D+00, 8.82280910164D+12, 3.40487463645D+04, 1.60306736768D+00, 1.00000000000D+00, 6.78924965519D+08, 5.06600494407D+16, 3.35184417773D-01, 3.35184415910D-01, 1.45628292444D+17, 1.78184643368D+25, 3.35213432920D+06, 1.62801390967D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 3.86189435045D-01, 5.08569948739D-01,-6.13810564955D-01,-4.91430051261D-01, 8.79585057259D+29, 4.50172886405D+09, 0.00000000000D+00, 9.05662831344D+12, 3.43491219024D+04, 1.62374459572D+00, 1.00000000000D+00, 6.78924970603D+08, 6.20406634333D+16, 3.36398647776D-01, 3.36398645916D-01, 1.80923780154D+17, 2.23390300060D+25, 3.37328215601D+06, 1.62517308525D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 3.77123427836D-01, 5.02901376288D-01,-6.22876572164D-01,-4.97098623712D-01, 8.58936319240D+29, 4.45155213559D+09, 0.00000000000D+00, 9.29397012045D+12, 3.46498722457D+04, 1.64447372119D+00, 1.00000000000D+00, 6.78924977373D+08, 7.58994081342D+16, 3.37557191817D-01, 3.37557189960D-01, 2.24628687083D+17, 2.79626402805D+25, 3.39411885684D+06, 1.62218724715D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 3.68113515064D-01, 4.97211476679D-01,-6.31886484936D-01,-5.02788523321D-01, 8.38415341910D+29, 4.40118662467D+09, 0.00000000000D+00, 9.53489821098D+12, 3.49507237154D+04, 1.66526172173D+00, 1.00000000000D+00, 6.78925004791D+08, 9.27437873604D+16, 3.37995911167D-01, 3.37995909315D-01, 2.78682729013D+17, 3.49516007900D+25, 3.41444530767D+06, 1.62213441339D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 3.59161054685D-01, 4.91498589094D-01,-6.40838945315D-01,-5.08501410906D-01, 8.18025218150D+29, 4.35061763018D+09, 0.00000000000D+00, 9.77948446791D+12, 3.52513601975D+04, 1.68612074752D+00, 1.00000000000D+00, 6.78925026218D+08, 1.13172097124D+17, 3.38289160698D-01, 3.38289158850D-01, 3.45444427217D+17, 4.36277064663D+25, 3.43395462255D+06, 1.62221238838D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 3.50268536490D-01, 4.85761757169D-01,-6.49731463510D-01,-5.14238242831D-01, 7.97771618710D+29, 4.29983668662D+09, 0.00000000000D+00, 1.00277740610D+13, 3.55517090986D+04, 1.70706055552D+00, 1.00000000000D+00, 6.78925042042D+08, 1.37908698645D+17, 3.38470853308D-01, 3.38470851462D-01, 4.27827561374D+17, 5.43838915058D+25, 3.45280433144D+06, 1.62234679586D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 3.41438557057D-01, 4.80000082761D-01,-6.58561442943D-01,-5.19999917239D-01, 7.77660457552D+29, 4.24883584386D+09, 0.00000000000D+00, 1.02798119089D+13, 3.58517242859D+04, 1.72808890241D+00, 1.00000000000D+00, 6.78925052629D+08, 1.67818017332D+17, 3.38573034835D-01, 3.38573032991D-01, 5.29403272373D+17, 6.77008210442D+25, 3.47114835542D+06, 1.62246803296D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 3.32673810249D-01, 4.74212714456D-01,-6.67326189751D-01,-5.25787285544D-01, 7.57697870223D+29, 4.19760756541D+09, 0.00000000000D+00, 1.05356428751D+13, 3.61513848536D+04, 1.74921163789D+00, 1.00000000000D+00, 6.78925058321D+08, 2.03931208121D+17, 3.38625937508D-01, 3.38625935664D-01, 6.54548734845D+17, 8.41657862773D+25, 3.48913596249D+06, 1.62251091003D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 3.23977078347D-01, 4.68398836878D-01,-6.76022921653D-01,-5.31601163122D-01, 7.37890193642D+29, 4.14614463377D+09, 0.00000000000D+00, 1.07953119879D+13, 3.64506939756D+04, 1.77043279900D+00, 1.00000000000D+00, 6.78925059437D+08, 2.47478076714D+17, 3.38658071798D-01, 3.38658069953D-01, 8.08630395918D+17, 1.04495610527D+26, 3.50691121721D+06, 1.62241429876D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 3.15351223851D-01, 4.62557660790D-01,-6.84648776149D-01,-5.37442339210D-01, 7.18243947442D+29, 4.09444006283D+09, 0.00000000000D+00, 1.10588646839D+13, 3.67496778696D+04, 1.79175470262D+00, 1.00000000000D+00, 6.78925056272D+08, 2.99925385025D+17, 3.38696348935D-01, 3.38696347089D-01, 9.98230241946D+17, 1.29564436294D+26, 3.52461285458D+06, 1.62212078926D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 3.06799182015D-01, 4.56688413997D-01,-6.93200817985D-01,-5.43311586003D-01, 6.98765816957D+29, 4.04248701730D+09, 0.00000000000D+00, 1.13263470757D+13, 3.70483848907D+04, 1.81317803430D+00, 1.00000000000D+00, 6.78925049097D+08, 3.63022938737D+17, 3.38766227695D-01, 3.38766225846D-01, 1.23142577104D+18, 1.60437463913D+26, 3.54237451268D+06, 1.62157635672D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 2.98323954118D-01, 4.50790333010D-01,-7.01676045882D-01,-5.49209666990D-01, 6.79462637898D+29, 3.99027873899D+09, 0.00000000000D+00, 1.15978062453D+13, 3.73468847733D+04, 1.83470193152D+00, 1.00000000000D+00, 6.78925038159D+08, 4.38859196011D+17, 3.38891880392D-01, 3.38891878540D-01, 1.51813719101D+18, 1.98411963389D+26, 3.56032526622D+06, 1.62073003727D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 2.89928601475D-01, 4.44862655465D-01,-7.10071398525D-01,-5.55137344535D-01, 6.60341382720D+29, 3.93780847966D+09, 0.00000000000D+00, 1.18732905639D+13, 3.76452680368D+04, 1.85632406012D+00, 1.00000000000D+00, 6.78925023680D+08, 5.29928570027D+17, 3.39096374262D-01, 3.39096372405D-01, 1.87055902117D+18, 2.45067196206D+26, 3.57859041337D+06, 1.61953361272D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 2.81616604519D-01, 4.38904871053D-01,-7.18383395481D-01,-5.61095128947D-01, 6.41409978452D+29, 3.88507172217D+09, 0.00000000000D+00, 1.21528376438D+13, 3.79437401945D+04, 1.87803471685D+00, 1.00000000000D+00, 6.78925019983D+08, 6.39248358505D+17, 3.39634239271D-01, 3.39634237408D-01, 2.30379657738D+18, 3.02324322914D+26, 3.59808120884D+06, 1.61801229335D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 2.73391329637D-01, 4.32916335070D-01,-7.26608670363D-01,-5.67083664930D-01, 6.22676092381D+29, 3.83206275977D+09, 0.00000000000D+00, 1.24364916242D+13, 3.82424877107D+04, 1.89982603935D+00, 1.00000000000D+00, 6.78925017872D+08, 7.70433619433D+17, 3.40196755187D-01, 3.40196753317D-01, 2.83647818783D+18, 3.72525328294D+26, 3.61767775457D+06, 1.61624380554D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 2.65255619458D-01, 4.26895982182D-01,-7.34744380542D-01,-5.73104017818D-01, 6.04146198876D+29, 3.77877216241D+09, 0.00000000000D+00, 1.27243187541D+13, 3.85415680857D+04, 1.92169983154D+00, 1.00000000000D+00, 6.78925059879D+08, 9.27756459711D+17, 3.40716055497D-01, 3.40716053620D-01, 3.49141950612D+18, 4.58527273335D+26, 3.63710362275D+06, 1.61427413959D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 2.57211967249D-01, 4.20842442727D-01,-7.42788032751D-01,-5.79157557273D-01, 5.85825976606D+29, 3.72518780620D+09, 0.00000000000D+00, 1.30164038939D+13, 3.88409473804D+04, 1.94366367405D+00, 1.00000000000D+00, 6.78925066145D+08, 1.11625300261D+18, 3.41147290029D-01, 3.41147288143D-01, 4.29653989546D+18, 5.63809559051D+26, 3.65627586670D+06, 1.61232750170D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 2.49263064221D-01, 4.14754441316D-01,-7.50736935779D-01,-5.85245558684D-01, 5.67721555070D+29, 3.67129840171D+09, 0.00000000000D+00, 1.33128322588D+13, 3.91406458984D+04, 1.96572172209D+00, 1.00000000000D+00, 6.78925073027D+08, 1.34193502070D+18, 3.41533505146D-01, 3.41533503251D-01, 5.28624985129D+18, 6.92599512918D+26, 3.67541969503D+06, 1.61046336101D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 2.41411609994D-01, 4.08630648033D-01,-7.58588390006D-01,-5.91369351967D-01, 5.49839082922D+29, 3.61709217689D+09, 0.00000000000D+00, 1.36136966894D+13, 3.94406872995D+04, 1.98787808310D+00, 1.00000000000D+00, 6.78925080497D+08, 1.61194981528D+18, 3.41870558001D-01, 3.41870556095D-01, 6.50290123673D+18, 8.50035166238D+26, 3.69452341518D+06, 1.60870136913D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 2.33660305758D-01, 4.02469669083D-01,-7.66339694242D-01,-5.97530330917D-01, 5.32184712394D+29, 3.56255679422D+09, 0.00000000000D+00, 1.39190988620D+13, 3.97410965289D+04, 2.01013751577D+00, 1.00000000000D+00, 6.78925088529D+08, 1.93479024994D+18, 3.42154428005D-01, 3.42154426088D-01, 7.99864286842D+18, 1.04235960066D+27, 3.71357585070D+06, 1.60706049840D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 2.26011857117D-01, 3.96270044368D-01,-7.73988142883D-01,-6.03729955632D-01, 5.14764605770D+29, 3.50767932929D+09, 0.00000000000D+00, 1.42291502782D+13, 4.00419003864D+04, 2.03250547313D+00, 1.00000000000D+00, 6.78925097099D+08, 2.32054546231D+18, 3.42381215286D-01, 3.42381213357D-01, 9.83772596621D+18, 1.27715650088D+27, 3.73256636272D+06, 1.60555909852D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 2.18468976959D-01, 3.90030244810D-01,-7.81531023041D-01,-6.09969755190D-01, 4.97584941921D+29, 3.45244624711D+09, 0.00000000000D+00, 1.45439733871D+13, 4.03431281532D+04, 2.05498815181D+00, 1.00000000000D+00, 6.78925107135D+08, 2.78119878990D+18, 3.42542313002D-01, 3.42542311059D-01, 1.20993675512D+19, 1.56363603064D+27, 3.75148057908D+06, 1.60429831439D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
